Wavelength (nm),Absorbance,"Energy, eV",Direct transition,Indirect transition
774.0,0.002,1.6020671834625324,1.0266477041310288e-05,0.05660507368536026
774.5,0.002,1.6010329244673984,1.0253225700914523e-05,0.05658679924624468
775.0,0.002,1.6,1.024e-05,0.0565685424949238
775.5,0.002,1.5989684074790458,1.0226799872464304e-05,0.056550303402882744
776.0,0.001,1.597938144329897,2.553406313104475e-06,0.039974218495549066
776.5,0.001,1.596909207984546,2.55011901854583e-06,0.03996134642356969
777.0,0.002,1.595881595881596,1.0187352272294359e-05,0.056495691798253006
777.5,0.002,1.594855305466238,1.017425378149523e-05,0.05647752305946567
778.0,0.002,1.5938303341902313,1.0161180536739778e-05,0.05645937183834463
778.5,0.002,1.5928066795118818,1.0148132473190668e-05,0.05644123810675811
779.0,0.002,1.5917843388960204,1.0135109526218565e-05,0.056423121836637516
779.5,0.002,1.5907633098139833,1.0122111631401357e-05,0.05640502299997729
780.0,0.002,1.5897435897435896,1.010913872452334e-05,0.056386941568834704
780.5,0.001,1.5887251761691223,2.5240476853936086e-06,0.03985881553896355
781.0,0.002,1.587708066581306,1.0083267618749394e-05,0.056350830811644756
781.5,0.002,1.5866922584772873,1.0070369292447018e-05,0.05633280143002454
782.0,0.002,1.5856777493606138,1.0057495699269367e-05,0.056314789342775916
782.5,0.002,1.584664536741214,1.0044646776020984e-05,0.05629679452226768
783.0,0.002,1.5836526181353767,1.0031822459708133e-05,0.05627881694093039
783.5,0.002,1.5826419910657308,1.0019022687538004e-05,0.0562608565712562
784.0,0.001,1.5816326530612246,2.5015618492294882e-06,0.03976974544878587
784.5,0.001,1.5806246016571064,2.4983741313636862e-06,0.03975706983238461
785.0,0.001,1.5796178343949046,2.4951925027384484e-06,0.039744406328374116
785.5,0.002,1.5786123488224062,9.968067791418377e-06,0.05618918666117897
786.0,0.002,1.5776081424936388,9.955389805048917e-06,0.05617131193934567
786.5,0.002,1.5766052129688493,9.942735990242203e-06,0.05615345426541184
787.0,0.001,1.5756035578144854,2.4825265713976645e-06,0.039693873051322236
787.5,0.001,1.5746031746031746,2.4793751574703954e-06,0.03968126982095173
788.0,0.002,1.5736040609137056,9.904918962096422e-06,0.056099983260491364
788.5,0.002,1.5726062143310082,9.89236122141002e-06,0.0560821935079399
789.0,0.002,1.5716096324461344,9.879827347189895e-06,0.05606442066847983
789.5,0.002,1.5706143128562382,9.867317278995493e-06,0.05604666471532875
790.0,0.002,1.5696202531645569,9.85483095657747e-06,0.056028925621763565
790.5,0.001,1.5686274509803921,2.4605920799692424e-06,0.03960590171906697
791.0,0.001,1.5676359039190897,2.4574823272562212e-06,0.039593382072249016
791.5,0.001,1.5666456096020214,2.454378466085289e-06,0.039580874290520936
792.0,0.001,1.5656565656565657,2.451280481583512e-06,0.03956837835515332
792.5,0.001,1.5646687697160884,2.4481883589248575e-06,0.0395558942474581
793.0,0.001,1.5636822194199242,2.4451020833300203e-06,0.03954342194878845
793.5,0.001,1.5626969124133585,2.442021640066244e-06,0.03953096144053871
794.0,0.001,1.561712846347607,2.4389470144471446e-06,0.03951851270414421
794.5,0.001,1.5607300188797986,2.4358781918325364e-06,0.03950607572108116
795.0,0.002,1.559748427672956,9.731260630513037e-06,0.05585245612635054
795.5,0.002,1.5587680703959774,9.719031589143996e-06,0.05583490074131014
796.0,0.002,1.5577889447236182,9.706825585212495e-06,0.055817361899746176
796.5,0.002,1.556811048336472,9.694642560890022e-06,0.05579983957569183
797.0,0.001,1.5558343789209537,2.4206206146323497e-06,0.039444066460254244
797.5,0.002,1.554858934169279,9.670345220664105e-06,0.05576484437652954
798.0,0.002,1.5538847117794485,9.658230790007598e-06,0.05574737144977238
798.5,0.002,1.5529117094552285,9.64613910945264e-06,0.0557299149372261
799.0,0.002,1.5519399249061328,9.634070122070613e-06,0.05571247481320737
799.5,0.001,1.5509693558474047,2.4055059427777133e-06,0.03938234827746315
800.0,0.001,1.55,2.4025000000000007e-06,0.039370039370059055
800.5,0.001,1.5490318550905684,2.3994996880853278e-06,0.039357741996849466
801.0,0.001,1.5480649188514357,2.3965049929785024e-06,0.0393454561398319
801.5,0.001,1.5470991890205863,2.3935159006681562e-06,0.03933318178104317
802.0,0.001,1.546134663341646,2.3905323971865848e-06,0.03932091890255931
802.5,0.001,1.5451713395638629,2.3875544686095823e-06,0.039308667486495426
803.0,0.001,1.544209215442092,2.3845821010562813e-06,0.03929642751500564
803.5,0.001,1.5432482887367767,2.38161528068899e-06,0.03928419897028291
804.0,0.001,1.5422885572139304,2.3786539937130273e-06,0.03927198183455898
804.5,0.001,1.541330018645121,2.3756982263765693e-06,0.03925977609010425
805.0,0.001,1.5403726708074534,2.3727479649704877e-06,0.03924758171922767
805.5,0.002,1.5394165114835505,9.479212783312739e-06,0.05548723297270374
806.0,0.002,1.5384615384615385,9.467455621301778e-06,0.05547001962252292
806.5,0.001,1.537507749535028,2.3639300798802666e-06,0.03921106667173221
807.0,0.001,1.5365551425030979,2.361001705952715e-06,0.039198917619024866
807.5,0.001,1.5356037151702786,2.358078770044762e-06,0.03918677985201487
808.0,0.001,1.5346534653465347,2.3551612587001276e-06,0.03917465335324021
808.5,0.001,1.533704390847248,2.3522491585041285e-06,0.03916253810527668
809.0,0.001,1.5327564894932015,2.349342456083523e-06,0.03915043409073776
809.5,0.001,1.5318097591105622,2.3464411381063586e-06,0.03913834129227454
810.0,0.001,1.5308641975308641,2.3435451912818166e-06,0.03912625969257558
810.5,0.001,1.5299198025909932,2.3406546023600637e-06,0.03911418927436683
811.0,0.001,1.528976572133169,2.337769358132096e-06,0.03910213002041153
811.5,0.001,1.5280345040049292,2.33488944542959e-06,0.0390900819135101
